NC_001422.1 Enterobacteria phage phiX174 sensu lato, complete genome
gnl|uv|NGB00029.1:3530-3652 Invitrogen cloning vector pCDM8
gnl|uv|NGB00029.1:3710-3874 Invitrogen cloning vector pCDM8
gnl|uv|U13188.1:1-53 Cloning vector pGAD10
gnl|uv|U13188.1:785-900 Cloning vector pGAD10
gnl|uv|U13188.1:1377-1484 Cloning vector pGAD10
gnl|uv|U13188.1:2331-2429 Cloning vector pGAD10
gnl|uv|U13188.1:2583-2667 Cloning vector pGAD10
gnl|uv|U13188.1:2988-3112 Cloning vector pGAD10
gnl|uv|U13188.1:3131-3296 Cloning vector pGAD10
gnl|uv|U13188.1:5438-5534 Cloning vector pGAD10
gnl|uv|U13188.1:5619-5716 Cloning vector pGAD10
gnl|uv|U13188.1:6602-6650-49 Cloning vector pGAD10
gnl|uv|U07647.1:784-907 Cloning vector pGAD424
gnl|uv|AF033313.1:789-972 Cloning vector pADGal4 2.1
gnl|uv|AF033313.1:3273-3378 Cloning vector pADGal4 2.1
gnl|uv|AF033313.1:4191-4292 Cloning vector pADGal4 2.1
gnl|uv|U02436.1:1-97 Cloning vector rpSE937
gnl|uv|U02436.1:159-288 Cloning vector rpSE937
gnl|uv|U02436.1:560-653 Cloning vector rpSE937
gnl|uv|U02436.1:1330-2607 Cloning vector rpSE937
gnl|uv|U02436.1:3152-4436 Cloning vector rpSE937
gnl|uv|U02436.1:4547-4644 Cloning vector rpSE937
gnl|uv|U02436.1:6848-7226 Cloning vector rpSE937
gnl|uv|U02436.1:7651-7798-49 Cloning vector rpSE937
gnl|uv|NGB00035.1:95-228 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:622-731 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:2541-2639 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:3497-3598 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:3840-3971 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:4921-5018 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:5128-5231 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:5656-5754 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:5779-5896 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:6290-6409 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:6440-6537 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:6619-6738 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00035.1:7906-7959-44 Life Technologies Deletion Factory 2.0 vector pDELTA2
gnl|uv|NGB00620.1:1-67 Cloning vector pGADT7
gnl|uv|NGB00620.1:1102-1287 Cloning vector pGADT7
gnl|uv|NGB00620.1:1289-1397 Cloning vector pGADT7
gnl|uv|NGB00620.1:1854-2089 Cloning vector pGADT7
gnl|uv|NGB00620.1:2470-2656 Cloning vector pGADT7
gnl|uv|NGB00620.1:2867-2966 Cloning vector pGADT7
gnl|uv|NGB00620.1:3559-3707 Cloning vector pGADT7
gnl|uv|NGB00620.1:3962-4060 Cloning vector pGADT7
gnl|uv|NGB00620.1:4175-4296 Cloning vector pGADT7
gnl|uv|NGB00620.1:4381-4623 Cloning vector pGADT7
gnl|uv|NGB00620.1:7946-7987-49 Cloning vector pGADT7
gnl|uv|NGB00413.1:1-3960 Cloning vector pBlueSTAR-1
gnl|uv|NGB00413.1:4732-7508 Cloning vector pBlueSTAR-1
gnl|uv|NGB00413.1:9419-9516 Cloning vector pBlueSTAR-1
gnl|uv|NGB00413.1:13247-13505 Cloning vector pBlueSTAR-1
gnl|uv|NGB00413.1:15446-15448-49 Cloning vector pBlueSTAR-1
gnl|uv|U13189.1:1-163 Cloning vector pYACneo
gnl|uv|U13189.1:346-456 Cloning vector pYACneo
gnl|uv|U13189.1:1214-1310 Cloning vector pYACneo
gnl|uv|U13189.1:3048-3139 Cloning vector pYACneo
gnl|uv|U13189.1:4713-4811 Cloning vector pYACneo
gnl|uv|U13189.1:6601-6703 Cloning vector pYACneo
gnl|uv|U13189.1:7302-8106 Cloning vector pYACneo
gnl|uv|U13189.1:8235-8334 Cloning vector pYACneo
gnl|uv|U13189.1:9688-10585 Cloning vector pYACneo
gnl|uv|U13189.1:12792-12883 Cloning vector pYACneo
gnl|uv|U13189.1:13856-14470 Cloning vector pYACneo
gnl|uv|U13189.1:15225-15322 Cloning vector pYACneo
gnl|uv|U13189.1:15605-15827-49 Cloning vector pYACneo
gnl|uv|U12391.1:183-309 Cloning vector pSport2
gnl|uv|AF532106.2:140-235 Cloning vector pSMART-LCKan
gnl|uv|AF532106.2:955-1053 Cloning vector pSMART-LCKan
gnl|uv|X70275.1:203-285 pUC18 and phage f1 derivative cloning vector
gnl|uv|X70275.1:774-869 pUC18 and phage f1 derivative cloning vector
gnl|uv|DD038280.1:181-934 Methods and Compositions for Synthesis of Nucleic Acid Molecules Using Multiple Recognition Sites
gnl|uv|DD038280.1:962-1153 Methods and Compositions for Synthesis of Nucleic Acid Molecules Using Multiple Recognition Sites
gnl|uv|DD038280.1:1807-1942 Methods and Compositions for Synthesis of Nucleic Acid Molecules Using Multiple Recognition Sites
gnl|uv|U09476.1:1-864 Synthetic construct dihydrofolate reductase from Tn7 (dhfr) gene, complete cds
gnl|uv|DQ391279.1:1-10285 Cloning vector pJAZZ-KA
gnl|uv|DQ391279.1:11528-12003 Cloning vector pJAZZ-KA
gnl|uv|DQ391279.1:12035-12230 Cloning vector pJAZZ-KA
gnl|uv|DQ391279.1:12351-12477 Cloning vector pJAZZ-KA
gnl|uv|DQ391279.1:13402-14600 Cloning vector pJAZZ-KA
gnl|uv|EF583812.1:282-383 Linear cloning vector pJAZZ-OC
gnl|uv|EF583812.1:7798-7896 Linear cloning vector pJAZZ-OC
gnl|uv|EF583812.1:10164-10415 Linear cloning vector pJAZZ-OC
gnl|uv|EF583812.1:10757-10943 Linear cloning vector pJAZZ-OC
gnl|uv|FJ160465.1:282-383 Linear cloning vector pJAZZ-OK
gnl|uv|FJ160465.1:10983-11075 Linear cloning vector pJAZZ-OK
gnl|uv|FJ160465.1:11835-11929 Linear cloning vector pJAZZ-OK
gnl|uv|FJ160465.1:12092-12190 Linear cloning vector pJAZZ-OK
gnl|uv|GQ469986.1:124-219 Cloning vector pJAZZ-OCmin
gnl|uv|GQ469986.1:898-996 Cloning vector pJAZZ-OCmin
gnl|uv|GQ469986.1:3899-3997 Cloning vector pJAZZ-OCmin
gnl|uv|GQ469986.1:4496-4594 Cloning vector pJAZZ-OCmin
gnl|uv|GQ469986.1:5078-5176 Cloning vector pJAZZ-OCmin
gnl|uv|GQ469986.1:5639-5737 Cloning vector pJAZZ-OCmin
gnl|uv|GQ469986.1:5798-5896 Cloning vector pJAZZ-OCmin
gnl|uv|GQ469986.1:6794-6899 Cloning vector pJAZZ-OCmin
gnl|uv|GQ469986.1:8387-8480 Cloning vector pJAZZ-OCmin
gnl|uv|AY090111.1:1012-1107 Cloning vector pSMART-LC
gnl|uv|NGB00111.1:1-144 NEB pNEB206A vector linearized for USER Friendly Cloning
gnl|uv|NGB00308.1:1-14 Pharmacia EcoRI adaptor used in I.M.A.G.E. library NCI_CGAP_CLL1 and other libraries
gnl|uv|NGB00085.1:1-54 pCR2.1-TOPO
gnl|uv|NGB00085.1:620-744 pCR2.1-TOPO
gnl|uv|NGB00085.1:1269-1367 pCR2.1-TOPO
gnl|uv|NGB00085.1:1512-1721 pCR2.1-TOPO
gnl|uv|NGB00085.1:1749-1845 pCR2.1-TOPO
gnl|uv|NGB00085.1:3807-3908 pCR2.1-TOPO
gnl|uv|NGB00601.1:1-64 Cloning vector pSMART2IFD
gnl|uv|NGB00601.1:2653-2716 Cloning vector pSMART2IFD
gnl|uv|NGB00032.1:860-996 Life Technologies lambda gt22a sequence surrounding the cloning sites
gnl|uv|NGB00120.1:1-86 EZ-Tn5 Transposon R6Kgammaori/KAN-2 Sequence
gnl|uv|NGB00120.1:772-867 EZ-Tn5 Transposon R6Kgammaori/KAN-2 Sequence
gnl|uv|NGB00120.1:1895-2001 EZ-Tn5 Transposon R6Kgammaori/KAN-2 Sequence
gnl|uv|NGB00118.1:1-154 EZ-Tn5 Transposon oriV/KAN-2 Sequence
gnl|uv|NGB00118.1:675-771 EZ-Tn5 Transposon oriV/KAN-2 Sequence
gnl|uv|NGB00118.1:1811-1938 EZ-Tn5 Transposon oriV/KAN-2 Sequence
gnl|uv|NGB00123.1:47-143 EZ-Tn5 Transposon p15Aori/KAN-2/T7Exp Sequence
gnl|uv|NGB00123.1:498-592 EZ-Tn5 Transposon p15Aori/KAN-2/T7Exp Sequence
gnl|uv|NGB00123.1:603-698 EZ-Tn5 Transposon p15Aori/KAN-2/T7Exp Sequence
gnl|uv|NGB00123.1:1691-1849 EZ-Tn5 Transposon p15Aori/KAN-2/T7Exp Sequence
gnl|uv|NGB00122.1:1-104 EZ-Tn5 Transposon TET-1 Sequence
gnl|uv|NGB00122.1:139-201 EZ-Tn5 Transposon TET-1 Sequence
gnl|uv|NGB00122.1:1516-1661 EZ-Tn5 Transposon TET-1 Sequence
gnl|uv|NGB00125.1:1-108 HyperMu Transposon R6Kgammaori/KAN-1 Sequence
gnl|uv|NGB00125.1:1089-1202 HyperMu Transposon R6Kgammaori/KAN-1 Sequence
gnl|uv|NGB00125.1:1395-1523 HyperMu Transposon R6Kgammaori/KAN-1 Sequence
gnl|uv|NGB00115.1:3-100 EZ-Tn5 Transposon KAN-1 Sequence
gnl|uv|NGB00115.1:109-206 EZ-Tn5 Transposon KAN-1 Sequence
gnl|uv|NGB00126.1:13-109 HyperMu Transposon CHL-1 Sequence
gnl|uv|NGB00126.1:1151-1240 HyperMu Transposon CHL-1 Sequence
gnl|uv|NGB00121.1:1125-1248 EZ-Tn5 Transposon T7/KAN-2 Sequence
gnl|uv|NGB00119.1:1-81 EZ-Tn5 Transposon blaM/R6Kgammaori Sequence
gnl|uv|NGB00119.1:778-962 EZ-Tn5 Transposon blaM/R6Kgammaori Sequence
gnl|uv|NGB00119.1:1133-1227 EZ-Tn5 Transposon blaM/R6Kgammaori Sequence
gnl|uv|NGB00124.1:1111-1187 HyperMu Transposon KAN-1 Sequence
gnl|uv|NGB00117.1:1-76 EZ-Tn5 Transposon NotI/KAN-3 Sequence
gnl|uv|NGB00117.1:1092-1167 EZ-Tn5 Transposon NotI/KAN-3 Sequence
gnl|uv|AY390769.1:1-1000 Synthetic construct BigDye Terminator Cycle Sequencing Standard sequence
gnl|uv|NGB00114.1:6-101 EZ-Tn5 Transposon DHFR-1 Sequence
gnl|uv|NGB00114.1:375-473 EZ-Tn5 Transposon DHFR-1 Sequence
gnl|uv|NGB00114.1:774-869 EZ-Tn5 Transposon DHFR-1 Sequence
gnl|uv|NGB00350.1:415-785 Invitrogen pZErO-2 vector multiple cloning site
gnl|uv|NGB00134.1:40-306 pENTR11 multiple cloning site
gnl|uv|NGB00134.1:321-408 pENTR11 multiple cloning site
gnl|uv|NGB00127.1:1-260 pDONR201 and pDONR207 recombination region
gnl|uv|NGB00127.1:290-347 pDONR201 and pDONR207 recombination region
gnl|uv|NGB00128.1:90-237 pDONR221 and pDONR/Zeo recombination region
gnl|uv|NGB00129.1:84-241 pDONR222 recombination region
gnl|uv|NGB00133.1:58-252 pENTR4 multiple cloning site
gnl|uv|NGB00130.1:58-249 pENTR2B multiple cloning site
gnl|uv|NGB00131.1:59-249 pENTR1A multiple cloning site
gnl|uv|NGB00132.1:59-249 pENTR3C multiple cloning site
gnl|uv|NGB00107.1:1-236 pCR-XL-TOPO multiple cloning site
gnl|uv|NGB00106.1:88-235 pCR-BluntII-TOPO multiple cloning site
gnl|uv|NGB00142.1:92-276 pCMVSPORT6.1 multiple cloning site
gnl|uv|NGB00141.1:53-211 pCMVSPORT6 multiple cloning site with SalI adapter
gnl|uv|NGB00108.1:1-243 pCR3.1 multiple cloning site
gnl|uv|NGB00140.1:1-213 pCMVSPORT1 multiple cloning site with SalI adapter
gnl|uv|NGB00136.1:47-194 pCMVSPORT B-gal multiple cloning site
gnl|uv|NGB00137.1:50-197 pCMVSPORT2 multiple cloning site with SalI adapter
gnl|uv|NGB00139.1:48-195 pCMVSPORT4 multiple cloning site with SalI adapter
gnl|uv|NGB00105.1:1-219 pCR4-TOPO multiple cloning site
gnl|uv|NGB00078.1:34-139 pT-Adv multiple cloning site
gnl|uv|NGB00037.1:1-60 Life Technologies pAMP1 multiple cloning site (right side)
gnl|uv|NGB00038.1:1-60 Life Technologies pAMP10 multiple cloning site (right side)
gnl|uv|NGB00036.1:67-126 Life Technologies pAMP1 and pAMP10 multiple cloning site (left side)
gnl|uv|NGB00042.1:1-70 Life Technologies pAMP19 multiple cloning site (right side)
gnl|uv|NGB00588.1:3-90 Cloning vector pHSG298 backbone variant
gnl|uv|NGB00112.1:1-94 NEB pLITMUS U vector linearized for USER Friendly Cloning
gnl|uv|NGB00057.1:1-50 Promega pGEM-T multiple cloning site (right side)
gnl|uv|NGB00039.1:18-81 Life Technologies pAMP18 multiple cloning site (left side)
gnl|uv|NGB00040.1:1-62 Life Technologies pAMP18 multiple cloning site (right side)
gnl|uv|NGB00104.1:11-77 Junction between pBK-CMV vector and Stratagene's 1st strand cDNA synthesis primer
gnl|uv|NGB00043.1:1-76 Life Technologies pJS97 and pJS98 multiple cloning site
gnl|uv|NGB00041.1:11-72 Life Technologies pAMP19 multiple cloning site (left side)
gnl|uv|NGB00590.1:1-72 Cloning vector pHSG396 multiple cloning site
gnl|uv|NGB00056.1:22-71 Promega pGEM-T multiple cloning site (left side)
gnl|uv|NGB00747.1:1-70 Illumina TruSeq DNA HT and RNA HT i5 index D501 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00748.1:1-70 Illumina TruSeq DNA HT and RNA HT i5 index D502 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00749.1:1-70 Illumina TruSeq DNA HT and RNA HT i5 index D503 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00750.1:1-70 Illumina TruSeq DNA HT and RNA HT i5 index D504 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00751.1:1-70 Illumina TruSeq DNA HT and RNA HT i5 index D505 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00752.1:1-70 Illumina TruSeq DNA HT and RNA HT i5 index D506 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00753.1:1-70 Illumina TruSeq DNA HT and RNA HT i5 index D507 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00754.1:1-70 Illumina TruSeq DNA HT and RNA HT i5 index D508 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00100.1:13-68 Junction between pBluescript II SK vector and Stratagene's ZAP Library Adaptor
gnl|uv|NGB00102.1:13-68 Junction between pCMV-Script EX vector and Stratagene's ZAP Library Adaptor
gnl|uv|NGB00101.1:1-66 Junction between pBluescript II SK vector and Stratagene's 1st strand cDNA synthesis primer
gnl|uv|NGB00859.1:1-66 NEBNext Index 13 Primer for Illumina
gnl|uv|NGB00860.1:1-66 NEBNext Index 14 Primer for Illumina
gnl|uv|NGB00861.1:1-66 NEBNext Index 15 Primer for Illumina
gnl|uv|NGB00862.1:1-66 NEBNext Index 16 Primer for Illumina
gnl|uv|NGB00863.1:1-66 NEBNext Index 18 Primer for Illumina
gnl|uv|NGB00864.1:1-66 NEBNext Index 19 Primer for Illumina
gnl|uv|NGB00865.1:1-66 NEBNext Index 20 Primer for Illumina
gnl|uv|NGB00866.1:1-66 NEBNext Index 21 Primer for Illumina
gnl|uv|NGB00867.1:1-66 NEBNext Index 22 Primer for Illumina
gnl|uv|NGB00868.1:1-66 NEBNext Index 23 Primer for Illumina
gnl|uv|NGB00869.1:1-66 NEBNext Index 25 Primer for Illumina
gnl|uv|NGB00870.1:1-66 NEBNext Index 27 Primer for Illumina
gnl|uv|NGB00755.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D701 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00756.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D702 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00757.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D703 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00758.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D704 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00759.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D705 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00760.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D706 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00761.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D707 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00762.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D708 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00763.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D709 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00764.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D710 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00765.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D711 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00766.1:1-65 Illumina TruSeq DNA HT and RNA HT i7 index D712 adapter (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00846.1:1-65 NEBNext Adaptor for Illumina
gnl|uv|NGB00847.1:1-64 NEBNext Index 1 Primer for Illumina
gnl|uv|NGB00848.1:1-64 NEBNext Index 2 Primer for Illumina
gnl|uv|NGB00849.1:1-64 NEBNext Index 3 Primer for Illumina
gnl|uv|NGB00850.1:1-64 NEBNext Index 4 Primer for Illumina
gnl|uv|NGB00851.1:1-64 NEBNext Index 5 Primer for Illumina
gnl|uv|NGB00852.1:1-64 NEBNext Index 6 Primer for Illumina
gnl|uv|NGB00853.1:1-64 NEBNext Index 7 Primer for Illumina
gnl|uv|NGB00854.1:1-64 NEBNext Index 8 Primer for Illumina
gnl|uv|NGB00855.1:1-64 NEBNext Index 9 Primer for Illumina
gnl|uv|NGB00856.1:1-64 NEBNext Index 10 Primer for Illumina
gnl|uv|NGB00857.1:1-64 NEBNext Index 11 Primer for Illumina
gnl|uv|NGB00858.1:1-64 NEBNext Index 12 Primer for Illumina
gnl|uv|NGB00382.1:1-63 Epicentre ExactSTART 1st-Strand (RT) Primer
gnl|uv|NGB00598.1:1-63 Evrogen Mint CDS-4M adapter
gnl|uv|NGB00794.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 1 (RPI1) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00795.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 2 (RPI2) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00796.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 3 (RPI3) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00797.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 4 (RPI4) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00798.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 5 (RPI5) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00799.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 6 (RPI6) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00800.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 7 (RPI7) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00801.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 8 (RPI8) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00802.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 9 (RPI9) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00803.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 10 (RPI10) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00804.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 11 (RPI11) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00805.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 12 (RPI12) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00806.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 13 (RPI13) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00807.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 14 (RPI14) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00808.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 15 (RPI15) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00809.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 16 (RPI16) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00810.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 17 (RPI17) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00811.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 18 (RPI18) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00812.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 19 (RPI19) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00813.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 20 (RPI20) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00814.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 21 (RPI21) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00815.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 22 (RPI22) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00816.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 23 (RPI23) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00817.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 24 (RPI24) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00818.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 25 (RPI25) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00819.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 26 (RPI26) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00820.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 27 (RPI27) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00821.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 28 (RPI28) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00822.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 29 (RPI29) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00823.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 30 (RPI30) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00824.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 31 (RPI31) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00825.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 32 (RPI32) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00826.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 33 (RPI33) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00827.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 34 (RPI34) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00828.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 35 (RPI35) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00829.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 36 (RPI36) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00830.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 37 (RPI37) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
gnl|uv|NGB00831.1:1-63 Illumina TruSeq Small RNA Sample Prep Kit RNA PCR Primer Index 38 (RPI38) (Oligonucleotide sequence copyright 2007-2012 Illumina, Inc. All rights reserved.)
